Slug,Link
livrai-me-senhor-jesus,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FOutras%2F1%2Flivrai-me-senhor-jesus.json?alt=media&token=388ad339-f295-4b4e-8ad0-43c724cbd13d
mes-com-o-sagrado-coracao-de-jesus,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FDevo%C3%A7%C3%B5es%20especiais%2Fmes-sagrado-coracao-jesus2.json?alt=media&token=5e4138d8-070b-42c9-8090-6c16ac5336e8
mes-de-nossa-senhora,https://cdn.oratioapp.com.br/content/oracoes/devocoes-mensais/mes-de-maria.json
mes-de-sao-jose,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/mes_sao_jose.json
nove-meses-com-maria,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nove-meses-com-maria.json
novena-a-cristo-rei,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_cristo_rei.json
novena-a-nossa-senhora-aparecida,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_aparecida.json
novena-a-nossa-senhora-da-anunciacao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nossa_senhora_da_anuncia%C3%A7%C3%A3o.json
novena-a-nossa-senhora-da-apresentacao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nossa_senhora_da_apresenta%C3%A7%C3%A3o.json
novena-a-nossa-senhora-da-conceicao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-nossa_senhora_da_concei%C3%A7%C3%A3o.json
novena-a-nossa-senhora-das-candeias,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-ns-candeias.json
novena-a-nossa-senhora-das-dores,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_nossa_senhora_das_dores.json
novena-a-nossa-senhora-das-gracas,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-ns-gracas.json
novena-a-nossa-senhora-de-fatima,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_de_f%C3%A1tima.json
novena-a-nossa-senhora-de-guadalupe,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_de_guadalupe.json
novena-a-nossa-senhora-de-lourdes,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_de_lourdes.json
novena-a-nossa-senhora-do-brasil,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-n-s-do-brasil.json
novena-a-nossa-senhora-do-carmo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_do_carmo.json
novena-a-nossa-senhora-do-desterro,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-ns-desterro.json
novena-a-nossa-senhora-do-perpetuo-socorro,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_nossa_senhora_do_perpetuo_socorro.json
novena-a-nossa-senhora-do-rosario,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_nossa_senhora_do_ros%C3%A1rio.json
novena-a-sagrada-face,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sagrada-face.json
novena-a-sagrada-familia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_sagrada_fam%C3%ADlia.json
novena-a-santa-agueda,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_santa_%C3%81gueda.json
novena-a-santa-bernadette-soubirous,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sta-bernadette-soubirous.json
novena-a-santa-catarina-de-alexandria,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_santa_catarina_de_alexandria.json
novena-a-santa-catarina-de-sena,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_santa_catarina_de_sena.json
novena-a-santa-cecilia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_santa_cec%C3%ADlia.json
novena-a-santa-clara-de-assis,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_santa_clara_de_assis.json
novena-a-santa-edwiges,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_santa_edwiges.json
novena-a-santa-escolastica,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sta-escolastica.json
novena-a-santa-faustina-kowalska,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_faustina.json
novena-a-santa-francisca-romana,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_francisca_romana.json
novena-a-santa-gemma-galgani,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sta-gemma-galgani.json
novena-a-santa-gertrudes,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_gertrudes.json
novena-a-santa-gianna-beretta-molla,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-st-gianna-molla.json
novena-a-santa-ines,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_in%C3%AAs.json
novena-a-santa-isabel-da-hungria,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_isabel_da_hungria.json
novena-a-santa-isabel-de-portugal,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_isabel_de_portugal.json
novena-a-santa-luzia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_luzia.json
novena-a-santa-margarida-maria-alacoque,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_margarida_maria_alacoque.json
novena-a-santa-maria-goretti,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_maria_goretti.json
novena-a-santa-maria-mae-de-deus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_maria_m%C3%A3e_de_deus.json
novena-a-santa-monica,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_santa_m%C3%B4nica.json
novena-a-santa-paulina-do-coracao-agonizante-de-jesus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_paulina_do_cora%C3%A7%C3%A3o_agonizante_de_jesus.json
novena-a-santa-rita-de-cassia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_rita_de_cassia.json
novena-a-santa-rosa-de-lima,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_rosa_de_lima.json
novena-a-santa-teresa-benedita-da-cruz-edith-stein,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_santa_edith_stein.json
novena-a-santa-teresa-davila,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_a_santa_teresa_d%C3%81vila.json
novena-a-santissima-trindade,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_sant%C3%ADssima_trindade.json
novena-a-santo-afonso-maria-de-ligorio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santo-afonso-de-ligorio.json
novena-a-santo-agostinho,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santo-agostinho-de-hipona.json
novena-a-santo-antonio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santo-antonio-de-padua.json
novena-a-santo-antonio-maria-claret,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-st-antonio-claret.json
novena-a-santo-expedito,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-st-expedito.json
novena-a-santo-inacio-de-antioquia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santo-inacio-antioquia.json
novena-a-santo-inacio-de-loyola,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-st-inacio-de-loyola.json
novena-a-sao-bartolomeu,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-bartolomeu.json
novena-a-sao-bento,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-bento.json
novena-a-sao-caetano,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-caetano.json
novena-a-sao-camilo-de-lellis,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-camilo-de-lellis.json
novena-a-sao-carlo-acutis,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-carlo-acutis.json
novena-a-sao-charbel-makhlouf,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-charbel-makhlouf.json
novena-a-sao-domingos-de-gusmao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-domingos-de-gusmao.json
novena-a-sao-filipe-neri,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FNovenas%2Fnovena-s-filipe-neri.json?alt=media&token=440b5c12-382a-443e-9c62-1c79288e61cb
novena-a-sao-francisco-de-assis,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-francisco-assis.json
novena-a-sao-frei-galvao,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-frei-galvao.json
novena-a-sao-joao-batista,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_de_s%C3%A3o_jo%C3%A3o_batista.json
novena-a-sao-joao-batista-de-la-salle,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joao-batista-de-la-salle.json
novena-a-sao-joao-da-cruz,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joao-da-cruz.json
novena-a-sao-joao-de-deus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joao-de-deus.json
novena-a-sao-joao-maria-vianney,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joao-maria-vianney.json
novena-a-sao-joao-paulo-ii,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joao-paulo-ii.json
novena-a-sao-joaquim-e-santa-ana,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-joaquim-sta-ana.json
novena-a-sao-jorge-da-capadocia,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-jorge.json
novena-a-sao-jose,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-jose.json
novena-a-sao-jose-de-anchieta,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_sao_jose_de_anchieta.json
novena-a-sao-jose-de-cupertino,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-jose-de-cupertino.json
novena-a-sao-jose-em-honra-das-sete-alegrias-e-dores,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-jose-alegrias-dores.json
novena-a-sao-jose-operario,https://firebasestorage.googleapis.com/v0/b/oratio-storage.appspot.com/o/novena-s-jose-operario.json?alt=media&token=5f3e2459-f735-4920-87a4-4ab7592a2703
novena-a-sao-judas-tadeu,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-judas-tadeu.json
novena-a-sao-lourenco,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-lourenco.json
novena-a-sao-lucas,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-lucas-evangelista.json
novena-a-sao-luis-e-santa-zelia-martin,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-luis-sta-zelia-martin.json
novena-a-sao-luiz-gonzaga,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_sao_luiz_gonzaga.json
novena-a-sao-maximiliano-maria-kolbe,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-maximiliano-kolbe.json
novena-a-sao-pancracio,https://firebasestorage.googleapis.com/v0/b/oratio-imc.appspot.com/o/Content%2FOra%C3%A7%C3%B5es%2FNovenas%2Fnovena-s-pancracio.json?alt=media&token=0b7c6a68-c9cf-48e6-b839-d1ae143e6d69
novena-a-sao-patricio,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-patricio.json
novena-a-sao-paulo-apostolo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao_paulo.json
novena-a-sao-paulo-da-cruz,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sao-paulo-da-cruz.json
novena-a-sao-pedro-apostolo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_sao_pedro_apostolo.json
novena-a-sao-pedro-de-alcantara,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-pedro-alcantara.json
novena-a-sao-pedro-juliao-eymard,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-pedro-juliao.json
novena-a-sao-peregrino,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-peregrino.json
novena-a-sao-pio-de-pietrelcina,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-pio-pietrelcina.json
novena-a-sao-pio-x,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-pio-x.json
novena-a-sao-rafael-arnaiz-baron,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-rafael-arnaiz.json
novena-a-sao-roque,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-roque.json
novena-a-sao-valentim,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-valentim.json
novena-a-sao-vicente-de-ferrer,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-vicente-ferrer.json
novena-a-sao-vicente-de-paulo,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-s-vicente-de-paulo.json
novena-a-todos-os-santos,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-todos-os-santos.json
novena-ao-anjo-da-guarda,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-sto-anjo-da-guarda.json
novena-ao-imaculado-coracao-de-maria,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-imaculado_coracao_de_maria.json
novena-ao-sagrado-coracao-de-jesus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena_do_sagrado_cora%C3%A7%C3%A3o_de_jesus.json
novena-ao-santissimo-nome-de-jesus,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santissimo-nome-de-jesus.json
novena-ao-santissimo-sacramento,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-santissimo-sacramento.json
novena-ao-verbo-encarnado,https://tstxvak.weebly.com/uploads/1/4/4/8/144864775/novena-verbo-encarnado.json
